pmcid,pmid,doi,created
PMC112102,10846087,10.1128/jvi.74.13.6045-6049.2000,2000-07-01
PMC112095,10846080,10.1128/jvi.74.13.5988-5996.2000,2000-07-01
PMC85961,10866668,10.1128/mcb.20.14.5119-5128.2000,2000-07-01
PMC1369980,10917600,10.1017/s1355838200000728,2000-07-01
PMC1476222,17424601,NA,2000-06-01
PMC97544,10816454,10.1128/iai.68.6.3129-3139.2000,2000-06-01
PMC112052,10823872,10.1128/jvi.74.12.5647-5654.2000,2000-06-01
PMC112041,10823861,10.1128/jvi.74.12.5548-5555.2000,2000-06-01
PMC112025,10823845,10.1128/jvi.74.12.5412-5423.2000,2000-06-01
PMC110875,10799597,10.1128/jvi.74.11.5213-5223.2000,2000-06-01
PMC110857,10799579,10.1128/jvi.74.11.5053-5065.2000,2000-06-01
PMC110848,10799570,10.1128/jvi.74.11.4967-4978.2000,2000-06-01
PMC98994,10839817,10.1128/mmbr.64.2.239-280.2000,2000-06-01
PMC33981,10805763,10.1073/pnas.97.10.5025,2000-05-01
PMC25860,10805807,10.1073/pnas.97.10.5516,2000-05-01
PMC112004,10775620,10.1128/jvi.74.10.4816-4823.2000,2000-05-01
PMC111982,10775598,10.1128/jvi.74.10.4621-4633.2000,2000-05-01
PMC111979,10775595,10.1128/jvi.74.10.4590-4600.2000,2000-05-01
PMC111949,10756047,10.1128/jvi.74.9.4319-4326.2000,2000-05-01
PMC111936,10756034,10.1128/jvi.74.9.4214-4219.2000,2000-05-01
PMC111917,10756015,10.1128/jvi.74.9.4039-4046.2000,2000-05-01
PMC111911,10756009,10.1128/jvi.74.9.3975-3983.2000,2000-05-01
PMC111906,10756004,10.1128/jvi.74.9.3933-3940.2000,2000-05-01
PMC1369951,10836792,10.1017/s1355838200992471,2000-05-01
PMC4723481,11819553,10.3748/wjg.v6.i2.177,2000-04-01
PMC1876871,10751347,10.1016/s0002-9440(10)64992-9,2000-04-01
PMC1189599,10805255,NA,2000-04-01
PMC111872,10729138,10.1128/jvi.74.8.3623-3633.2000,2000-04-01
PMC111839,10708455,10.1128/jvi.74.7.3379-3387.2000,2000-04-01
PMC111826,10708442,10.1128/jvi.74.7.3253-3263.2000,2000-04-01
PMC111816,10708432,10.1128/jvi.74.7.3156-3165.2000,2000-04-01
PMC111801,10708417,10.1128/jvi.74.7.3029-3036.2000,2000-04-01
PMC95862,10702506,10.1128/cdli.7.2.288-292.2000,2000-03-01
PMC95856,10702500,10.1128/cdli.7.2.245-250.2000,2000-03-01
PMC86381,10699026,NA,2000-03-01
PMC111729,10666278,10.1128/jvi.74.5.2447-2450.2000,2000-03-01
PMC111715,10666264,10.1128/jvi.74.5.2333-2342.2000,2000-03-01
PMC1369923,10744025,10.1017/s1355838200992057,2000-03-01
PMC1369917,10744019,10.1017/s1355838200991210,2000-03-01
PMC111669,10644364,10.1128/jvi.74.4.1908-1918.2000,2000-02-01
PMC111642,10644337,10.1128/jvi.74.4.1674-1685.2000,2000-02-01
PMC111636,10644331,10.1128/jvi.74.4.1623-1631.2000,2000-02-01
PMC111495,10627571,10.1128/jvi.74.3.1566-1571.2000,2000-02-01
PMC111476,10627552,10.1128/jvi.74.3.1415-1424.2000,2000-02-01
PMC111474,10627550,10.1128/jvi.74.3.1393-1406.2000,2000-02-01
PMC85227,10648594,10.1128/mcb.20.4.1095-1103.2000,2000-02-01
PMC1476343,10642871,NA,2000-01-01
PMC95823,10618278,10.1128/cdli.7.1.58-63.2000,2000-01-01
PMC88704,10618096,NA,2000-01-01
PMC111602,10623744,10.1128/jvi.74.2.817-827.2000,2000-01-01
PMC111575,10590153,10.1128/jvi.74.1.580-583.2000,2000-01-01
PMC14757,10637291,10.1091/mbc.11.1.65,2000-01-01
PMC14753,10637287,10.1091/mbc.11.1.13,2000-01-01
PMC4154595,10688427,10.1034/j.1398-9995.1999.00099.x,1999-12-01
PMC85845,10565907,NA,1999-12-01
PMC85835,10565900,NA,1999-12-01
PMC113044,10559307,NA,1999-12-01
PMC113018,10559281,NA,1999-12-01
PMC395718,10748866,10.1136/mp.52.6.332,1999-12-01
PMC1369882,10606271,10.1017/s1355838299991318,1999-12-01
PMC1540000,17424576,NA,1999-11-01
PMC112963,10516037,NA,1999-11-01
PMC112946,10516020,NA,1999-11-01
PMC112943,10516017,NA,1999-11-01
PMC18411,10518575,10.1073/pnas.96.21.12056,1999-10-01
PMC408565,10510321,10.1172/jci8272,1999-10-01
PMC408557,10510336,10.1172/jci7255,1999-10-01
PMC85546,10488191,NA,1999-10-01
PMC112919,10482652,NA,1999-10-01
PMC112898,10482631,NA,1999-10-01
PMC112890,10482623,NA,1999-10-01
PMC112852,10482585,NA,1999-10-01
PMC112832,10482565,NA,1999-10-01
PMC112829,10482562,NA,1999-10-01
PMC112815,10482548,NA,1999-10-01
PMC112813,10482546,NA,1999-10-01
PMC112809,10482542,NA,1999-10-01
PMC18073,10500216,10.1073/pnas.96.20.11560,1999-09-01
PMC1539859,10495908,NA,1999-09-01
PMC408533,10487773,10.1172/jci5740,1999-09-01
PMC85418,10449479,NA,1999-09-01
PMC104316,10438879,NA,1999-09-01
PMC104302,10438865,NA,1999-09-01
PMC104297,10438860,NA,1999-09-01
PMC104296,10438859,NA,1999-09-01
PMC104292,10438855,NA,1999-09-01
PMC104288,10438851,NA,1999-09-01
PMC104271,10438834,NA,1999-09-01
PMC104258,10438821,NA,1999-09-01
PMC1539768,12001336,NA,1999-08-01
PMC112794,10400807,NA,1999-08-01
PMC112771,10400784,NA,1999-08-01
PMC112712,10400725,NA,1999-08-01
PMC112711,10400724,NA,1999-08-01
PMC22137,10393897,10.1073/pnas.96.14.7774,1999-07-01
PMC95724,10391859,NA,1999-07-01
PMC95706,10391841,NA,1999-07-01
PMC112680,10364371,NA,1999-07-01
PMC112657,10364348,NA,1999-07-01
PMC112635,10364326,NA,1999-07-01
PMC112614,10364305,NA,1999-07-01
PMC112582,10364273,NA,1999-07-01
PMC85017,10325368,NA,1999-06-01
PMC85001,10325358,NA,1999-06-01
PMC84933,10325314,NA,1999-06-01
PMC112517,10233935,NA,1999-06-01
PMC112514,10233932,NA,1999-06-01
PMC103720,10225833,NA,1999-05-01
PMC310776,10330121,NA,1999-05-01
PMC84788,10203496,NA,1999-05-01
PMC104150,10196267,NA,1999-05-01
PMC104124,10196241,NA,1999-05-01
PMC1369791,10334334,10.1017/s1355838299982006,1999-05-01
PMC1369787,10334330,10.1017/s135583829998189x,1999-05-01
PMC104103,10074193,NA,1999-04-01
PMC104098,10074188,NA,1999-04-01
PMC104097,10074187,NA,1999-04-01
PMC104065,10074155,NA,1999-04-01
PMC104045,10074135,NA,1999-04-01
PMC104021,10074111,NA,1999-04-01
PMC104019,10074109,NA,1999-04-01
PMC1369781,10199571,10.1017/s1355838299982080,1999-04-01
PMC104467,9971805,NA,1999-03-01
PMC104445,9971783,NA,1999-03-01
PMC104444,9971782,NA,1999-03-01
PMC104424,9971762,NA,1999-03-01
PMC1539566,10065320,NA,1999-02-01
PMC104007,9882388,NA,1999-02-01
PMC103978,9882359,NA,1999-02-01
PMC103966,9882347,NA,1999-02-01
PMC95672,9874676,NA,1999-01-01
PMC95656,9874660,NA,1999-01-01
PMC103897,9847396,NA,1999-01-01
PMC103887,9847386,NA,1999-01-01
PMC103870,9847369,NA,1999-01-01
PMC103839,9847338,NA,1999-01-01
PMC103831,9847330,NA,1999-01-01
PMC103821,9847320,NA,1999-01-01
PMC83896,9858562,10.1128/mcb.19.1.384,1999-01-01
PMC2194299,10344005,NA,1999-01-01
PMC110502,9811726,NA,1998-12-01
PMC110472,9811696,NA,1998-12-01
PMC110468,9811692,NA,1998-12-01
PMC110431,9811676,NA,1998-12-01
PMC98953,9841679,NA,1998-12-01
PMC98943,9841669,NA,1998-12-01
PMC1369726,9848654,10.1017/s1355838298981006,1998-12-01
PMC96200,9801333,NA,1998-11-01
PMC110348,9765476,NA,1998-11-01
PMC110338,9765466,NA,1998-11-01
PMC110314,9765442,NA,1998-11-01
PMC110295,9765423,NA,1998-11-01
PMC110275,9765403,NA,1998-11-01
PMC110261,9765389,NA,1998-11-01
PMC109253,9774683,10.1128/mcb.18.11.6698,1998-11-01
PMC1189492,9798091,NA,1998-10-01
PMC1189491,9798090,NA,1998-10-01
PMC110132,9733835,NA,1998-10-01
PMC110123,9733830,NA,1998-10-01
PMC110113,9733825,NA,1998-10-01
PMC110086,9733812,NA,1998-10-01
PMC105158,9705388,NA,1998-09-01
PMC110043,9696876,NA,1998-09-01
PMC109946,9696818,NA,1998-09-01
PMC109929,9696801,NA,1998-09-01
PMC109916,9696788,NA,1998-09-01
PMC3987777,9720267,10.1016/s0958-1669(98)80017-7,1998-08-01
PMC109893,9658133,NA,1998-08-01
PMC109868,9658116,NA,1998-08-01
PMC109824,9658097,NA,1998-08-01
PMC109818,9658094,NA,1998-08-01
PMC109797,9658083,NA,1998-08-01
PMC109768,9658068,NA,1998-08-01
PMC1189480,9684053,NA,1998-07-01
PMC1189477,9684050,NA,1998-07-01
PMC1539523,9759509,NA,1998-07-01
PMC95616,9665965,NA,1998-07-01
PMC95596,9665945,NA,1998-07-01
PMC2170146,9667560,10.1136/jnnp.65.1.48,1998-07-01
PMC110421,9621079,NA,1998-07-01
PMC110395,9621053,NA,1998-07-01
PMC110390,9621048,NA,1998-07-01
PMC116396,9573313,NA,1998-06-01
PMC110052,9573259,NA,1998-06-01
PMC109964,9573217,NA,1998-06-01
PMC104535,9606002,NA,1998-05-01
PMC104812,9574689,NA,1998-05-01
PMC109693,9557750,NA,1998-05-01
PMC109682,9557742,NA,1998-05-01
PMC109664,9557724,NA,1998-05-01
PMC109662,9557722,NA,1998-05-01
PMC109636,9557696,NA,1998-05-01
PMC109630,9557690,NA,1998-05-01
PMC109598,9557658,NA,1998-05-01
PMC109593,9557653,NA,1998-05-01
PMC109568,9557628,NA,1998-05-01
PMC1689024,9608731,10.1098/rspb.1998.0351,1998-04-01
PMC106832,9564563,10.1128/cmr.11.2.231,1998-04-01
PMC104659,9542907,NA,1998-04-01
PMC1296639,9659305,10.1177/014107689809100406,1998-04-01
PMC109802,9525655,NA,1998-04-01
PMC109759,9525634,NA,1998-04-01
PMC109736,9525611,NA,1998-04-01
PMC109701,9525579,NA,1998-04-01
PMC1745181,9741376,10.1136/thx.53.4.302,1998-04-01
PMC28496,9552842,10.1136/bmj.316.7135.906,1998-03-01
PMC19301,9482867,10.1073/pnas.95.5.2227,1998-03-01
PMC121356,9521141,NA,1998-03-01
PMC1727036,9577341,10.1136/gut.42.3.357,1998-03-01
PMC104601,9508288,NA,1998-03-01
PMC109559,9499120,NA,1998-03-01
PMC109524,9499085,NA,1998-03-01
PMC109514,9499075,NA,1998-03-01
PMC109512,9499073,NA,1998-03-01
PMC109486,9499047,NA,1998-03-01
PMC108865,9488467,10.1128/mcb.18.3.1506,1998-03-01
PMC1369616,9510329,NA,1998-03-01
PMC1376908,9463342,10.1086/301735,1998-02-01
PMC1857970,9466578,NA,1998-02-01
PMC104573,9466772,NA,1998-02-01
PMC124642,9445064,NA,1998-02-01
PMC124581,9445003,NA,1998-02-01
PMC124575,9444997,NA,1998-02-01
PMC124560,9444982,NA,1998-02-01
PMC108824,9448009,10.1128/mcb.18.2.1115,1998-02-01
PMC1189443,9442941,NA,1998-01-01
PMC109450,9420301,NA,1998-01-01
PMC109404,9420255,NA,1998-01-01
PMC109400,9420251,NA,1998-01-01
PMC109385,9420236,NA,1998-01-01
PMC109380,9420231,NA,1998-01-01
PMC230293,9371649,NA,1997-12-01
PMC230265,9371621,NA,1997-12-01
PMC230256,9371612,NA,1997-12-01
PMC230247,9371603,NA,1997-12-01
PMC230230,9371586,NA,1997-12-01
PMC230225,9371581,NA,1997-12-01
PMC230203,9371559,NA,1997-12-01
PMC230199,9371555,NA,1997-12-01
PMC2127769,9393227,10.1136/bmj.315.7117.1206,1997-11-01
PMC2127752,9393228,10.1136/bmj.315.7117.1211,1997-11-01
PMC170634,9384283,NA,1997-11-01
PMC230096,9350768,NA,1997-11-01
PMC230091,9350763,NA,1997-11-01
PMC230080,9350752,NA,1997-11-01
PMC230076,9350748,NA,1997-11-01
PMC192354,9343248,NA,1997-11-01
PMC192335,9343229,NA,1997-11-01
PMC192302,9343196,NA,1997-11-01
PMC192285,9343179,NA,1997-11-01
PMC25704,9362065,10.1091/mbc.8.11.2233,1997-11-01
PMC25700,9362061,10.1091/mbc.8.11.2171,1997-11-01
PMC1758451,9487344,10.1136/thx.52.11.964,1997-11-01
PMC2127699,9366738,10.1136/bmj.315.7115.1069,1997-10-01
PMC2127698,9366737,10.1136/bmj.315.7115.1065,1997-10-01
PMC2127683,9366736,10.1136/bmj.315.7115.1060,1997-10-01
PMC1189426,9342456,NA,1997-10-01
PMC172936,9336664,10.1128/cmr.10.4.597,1997-10-01
PMC1320353,16558471,NA,1997-10-01
PMC192145,9311878,NA,1997-10-01
PMC192126,9311859,NA,1997-10-01
PMC192117,9311850,NA,1997-10-01
PMC192113,9311846,NA,1997-10-01
PMC192104,9311837,NA,1997-10-01
PMC192086,9311819,NA,1997-10-01
PMC192070,9311803,NA,1997-10-01
PMC192057,9311790,NA,1997-10-01
PMC23214,9275159,10.1073/pnas.94.18.9544,1997-09-01
PMC229957,9276405,NA,1997-09-01
PMC5321678,9288735,10.1038/nm0997-1037,1997-09-01
PMC1758646,9371206,10.1136/thx.52.9.770,1997-09-01
PMC1857995,9250174,NA,1997-08-01
PMC229912,9230391,NA,1997-08-01
PMC191890,9223524,NA,1997-08-01
PMC191880,9223514,NA,1997-08-01
PMC191879,9223513,NA,1997-08-01
PMC191865,9223499,NA,1997-08-01
PMC1189401,9242997,NA,1997-07-01
PMC1189399,9242995,NA,1997-07-01
PMC508183,9202075,10.1172/jci119516,1997-07-01
PMC229843,9196195,NA,1997-07-01
PMC191817,9188649,NA,1997-07-01
PMC191807,9188639,NA,1997-07-01
PMC191764,9188596,NA,1997-07-01
PMC191761,9188593,NA,1997-07-01
PMC191752,9188584,NA,1997-07-01
PMC191750,9188582,NA,1997-07-01
PMC276152,9243507,10.1091/mbc.8.7.1273,1997-07-01
PMC1576896,17424467,NA,1997-06-01
PMC175296,9169744,NA,1997-06-01
PMC191693,9151865,NA,1997-06-01
PMC191678,9151850,NA,1997-06-01
PMC305715,9201717,10.1091/mbc.8.6.1073,1997-06-01
PMC191551,9094676,NA,1997-05-01
PMC191544,9094669,NA,1997-05-01
PMC191493,9094618,NA,1997-05-01
PMC172918,9105753,10.1128/cmr.10.2.242,1997-04-01
PMC191465,9060696,NA,1997-04-01
PMC191455,9060686,NA,1997-04-01
PMC191445,9060676,NA,1997-04-01
PMC191424,9060655,NA,1997-04-01
PMC191418,9060649,NA,1997-04-01
PMC191416,9060647,NA,1997-04-01
PMC191391,9060622,NA,1997-04-01
PMC191378,9060609,NA,1997-04-01
PMC232078,9121479,10.1128/mcb.17.4.2291,1997-04-01
PMC1758527,9196525,10.1136/thx.52.4.380,1997-04-01
PMC146565,9092620,10.1093/nar/25.6.1130,1997-03-01
PMC1232848,9068582,NA,1997-03-01
PMC229648,9041410,NA,1997-03-01
PMC191346,9032373,NA,1997-03-01
PMC191327,9032354,NA,1997-03-01
PMC191323,9032350,NA,1997-03-01
PMC191277,9032326,NA,1997-03-01
PMC191252,9032312,NA,1997-03-01
PMC191251,9032311,NA,1997-03-01
PMC191249,9032309,NA,1997-03-01
PMC19627,9023370,10.1073/pnas.94.3.991,1997-02-01
PMC1576536,9028599,NA,1997-02-01
PMC191232,8995701,NA,1997-02-01
PMC191220,8995689,NA,1997-02-01
PMC191209,8995678,NA,1997-02-01
PMC191191,8995660,NA,1997-02-01
PMC191169,8995638,NA,1997-02-01
PMC191149,8995618,NA,1997-02-01
PMC191143,8995612,NA,1997-02-01
PMC191137,8995606,NA,1997-02-01
PMC163675,8980770,10.1128/aac.41.1.141,1997-01-01
PMC168298,8979335,NA,1997-01-01
PMC1189375,9008807,NA,1997-01-01
PMC1189368,9008800,NA,1997-01-01
PMC170472,9008278,NA,1997-01-01
PMC174574,8975910,NA,1997-01-01
PMC229508,8968877,NA,1997-01-01
PMC191125,8985424,NA,1997-01-01
PMC191121,8985420,NA,1997-01-01
PMC191117,8985416,NA,1997-01-01
PMC191108,8985407,NA,1997-01-01
PMC191087,8985386,NA,1997-01-01
PMC191062,8985361,NA,1997-01-01
PMC452474,8978676,10.1002/j.1460-2075.1996.tb01040.x,1996-12-01
PMC1383454,9038664,10.1136/gut.39.6.824,1996-12-01
PMC229479,8940468,NA,1996-12-01
PMC229450,8940439,NA,1996-12-01
PMC190995,8971027,NA,1996-12-01
PMC190961,8970993,NA,1996-12-01
PMC190960,8970992,NA,1996-12-01
PMC190944,8970976,NA,1996-12-01
PMC190927,8970959,NA,1996-12-01
PMC24069,8917567,10.1073/pnas.93.23.13194,1996-11-01
PMC1865278,8909256,NA,1996-11-01
PMC1217861,8920985,10.1042/bj3190817,1996-11-01
PMC1576509,8939335,NA,1996-11-01
PMC190894,8892945,NA,1996-11-01
PMC190891,8892942,NA,1996-11-01
PMC190855,8892906,NA,1996-11-01
PMC190833,8892884,NA,1996-11-01
PMC276019,8930893,10.1091/mbc.7.11.1691,1996-11-01
PMC2271708,8870633,10.1017/s0950268800001539,1996-10-01
PMC229331,8880531,NA,1996-10-01
PMC190784,8794378,NA,1996-10-01
PMC190780,8794374,NA,1996-10-01
PMC190775,8794369,NA,1996-10-01
PMC190740,8794334,NA,1996-10-01
PMC190703,8794297,NA,1996-10-01
PMC190700,8794294,NA,1996-10-01
PMC190699,8794293,NA,1996-10-01
PMC190698,8794292,NA,1996-10-01
PMC168119,8795213,NA,1996-09-01
PMC170405,8877134,NA,1996-09-01
PMC170396,8877125,NA,1996-09-01
PMC484515,8868984,10.1136/hrt.76.3.243,1996-09-01
PMC190590,8709192,NA,1996-09-01
PMC239454,8840784,NA,1996-09-01
PMC231516,8756673,10.1128/mcb.16.9.5156,1996-09-01
PMC2271684,8760970,10.1017/s0950268800001321,1996-08-01
PMC178255,8759836,10.1128/jb.178.16.4765-4772.1996,1996-08-01
PMC507473,8698855,10.1172/jci118835,1996-08-01
PMC190536,8764090,NA,1996-08-01
PMC190524,8764078,NA,1996-08-01
PMC190512,8764066,NA,1996-08-01
PMC190504,8764058,NA,1996-08-01
PMC190498,8764051,NA,1996-08-01
PMC190483,8764036,NA,1996-08-01
PMC190470,8764023,NA,1996-08-01
PMC190464,8764017,NA,1996-08-01
PMC1263838,8809388,NA,1996-07-01
PMC1263835,8809385,NA,1996-07-01
PMC190415,8676505,NA,1996-07-01
PMC190414,8676504,NA,1996-07-01
PMC190407,8676497,NA,1996-07-01
PMC190404,8676494,NA,1996-07-01
PMC190370,8676460,NA,1996-07-01
PMC190361,8676451,NA,1996-07-01
PMC190359,8676449,NA,1996-07-01
PMC231353,8668174,10.1128/mcb.16.7.3576,1996-07-01
PMC1861642,8669488,NA,1996-06-01
PMC174072,8675343,NA,1996-06-01
PMC229047,8735103,NA,1996-06-01
PMC190306,8648758,NA,1996-06-01
PMC190304,8648757,NA,1996-06-01
PMC190273,8648732,NA,1996-06-01
PMC190253,8648712,NA,1996-06-01
PMC190220,8648679,NA,1996-06-01
PMC190213,8648672,NA,1996-06-01
PMC170344,8705681,NA,1996-05-01
PMC229005,8727926,NA,1996-05-01
PMC190192,8627809,NA,1996-05-01
PMC190190,8627807,NA,1996-05-01
PMC190169,8627786,NA,1996-05-01
PMC190157,8627774,NA,1996-05-01
PMC190144,8627761,NA,1996-05-01
PMC190128,8627745,NA,1996-05-01
PMC450121,8617249,10.1002/j.1460-2075.1996.tb00553.x,1996-04-01
PMC2271614,8620914,10.1017/s0950268800052468,1996-04-01
PMC1318446,16558389,NA,1996-04-01
PMC190114,8642698,NA,1996-04-01
PMC190059,8642643,NA,1996-04-01
PMC190057,8642641,NA,1996-04-01
PMC1090687,8733504,10.1136/thx.51.4.446,1996-04-01
PMC450040,8635469,10.1002/j.1460-2075.1996.tb00478.x,1996-03-01
PMC39938,8700911,10.1073/pnas.93.5.2219,1996-03-01
PMC39932,8700906,10.1073/pnas.93.5.2186,1996-03-01
PMC190039,8627736,NA,1996-03-01
PMC190023,8627720,NA,1996-03-01
PMC190021,8627718,NA,1996-03-01
PMC189974,8627671,NA,1996-03-01
PMC239427,8852903,NA,1996-03-01
PMC239420,8852897,NA,1996-03-01
PMC507136,8613544,10.1172/jci118514,1996-02-01
PMC2271234,8626004,10.1017/s0950268800058957,1996-02-01
PMC189870,8551606,NA,1996-02-01
PMC449929,8598200,10.1002/j.1460-2075.1996.tb00345.x,1996-01-01
PMC167789,8572699,NA,1996-01-01
PMC1576599,17424417,NA,1996-01-01
PMC172878,8665472,10.1128/cmr.9.1.1,1996-01-01
PMC189836,8523561,NA,1996-01-01
PMC189831,8523555,NA,1996-01-01
PMC189816,8523538,NA,1996-01-01
PMC40303,8618851,10.1073/pnas.92.26.12095,1995-12-01
PMC394721,8846793,10.1002/j.1460-2075.1995.tb00289.x,1995-12-01
PMC2271593,8557069,10.1017/s0950268800058532,1995-12-01
PMC228691,8586720,NA,1995-12-01
PMC228685,8586714,NA,1995-12-01
PMC189767,7494335,NA,1995-12-01
PMC189759,7494327,NA,1995-12-01
PMC189740,7494308,NA,1995-12-01
PMC189729,7494297,NA,1995-12-01
PMC189708,7494276,NA,1995-12-01
PMC189691,7494259,NA,1995-12-01
PMC189675,7494243,NA,1995-12-01
PMC239387,8531885,NA,1995-12-01
PMC1687021,17424413,NA,1995-11-01
PMC189649,7474149,NA,1995-11-01
PMC189637,7474137,NA,1995-11-01
PMC189627,7474127,NA,1995-11-01
PMC189591,7474091,NA,1995-11-01
PMC189585,7474085,NA,1995-11-01
PMC394566,7588599,10.1002/j.1460-2075.1995.tb00151.x,1995-10-01
PMC1263780,8548687,NA,1995-10-01
PMC1687116,17424411,NA,1995-10-01
PMC228573,8567923,NA,1995-10-01
PMC189556,7666556,NA,1995-10-01
PMC189519,7666523,NA,1995-10-01
PMC189495,7666504,NA,1995-10-01
PMC301290,8573789,10.1091/mbc.6.10.1315,1995-10-01
PMC1206744,8536994,NA,1995-09-01
PMC189470,7637037,NA,1995-09-01
PMC189451,7543590,NA,1995-09-01
PMC189444,7543588,NA,1995-09-01
PMC189416,7637006,NA,1995-09-01
PMC189413,7637004,NA,1995-09-01
PMC189405,7636998,NA,1995-09-01
PMC189397,7636993,NA,1995-09-01
PMC189361,7636969,NA,1995-09-01
PMC189358,7636967,NA,1995-09-01
PMC1687013,7585439,NA,1995-08-01
PMC189323,7609075,NA,1995-08-01
PMC189320,7609073,NA,1995-08-01
PMC189312,7609066,NA,1995-08-01
PMC189306,7609060,NA,1995-08-01
PMC189270,7609031,NA,1995-08-01
PMC230694,7623845,10.1128/mcb.15.8.4545,1995-08-01
PMC1686979,NA,NA,1995-07-01
PMC228258,7665637,NA,1995-07-01
PMC189193,7769711,NA,1995-07-01
PMC189173,7769694,NA,1995-07-01
PMC189161,7769683,NA,1995-07-01
PMC301242,7579696,10.1091/mbc.6.7.809,1995-07-01
PMC1482419,7489514,NA,1995-07-01
PMC398356,7781597,10.1002/j.1460-2075.1995.tb07240.x,1995-06-01
PMC189091,7745722,NA,1995-06-01
PMC189070,7745703,NA,1995-06-01
PMC189057,7745691,NA,1995-06-01
PMC41813,7761419,10.1073/pnas.92.11.4892,1995-05-01
PMC2549614,7767192,10.1136/bmj.310.6989.1225,1995-05-01
PMC189021,7707547,NA,1995-05-01
PMC188994,7707521,NA,1995-05-01
PMC188981,7707508,NA,1995-05-01
PMC230508,7739558,10.1128/mcb.15.5.2772,1995-05-01
PMC230507,7739557,10.1128/mcb.15.5.2763,1995-05-01
PMC172860,7621403,10.1128/cmr.8.2.293,1995-04-01
PMC2271284,7705491,10.1017/s0950268800057940,1995-04-01
PMC173127,7890365,NA,1995-04-01
PMC188954,7884922,NA,1995-04-01
PMC188902,7884877,NA,1995-04-01
PMC188866,7884846,NA,1995-04-01
PMC230449,7534379,10.1128/mcb.15.4.2207,1995-04-01
PMC228014,7751377,NA,1995-03-01
PMC228007,7751371,NA,1995-03-01
PMC188815,7853541,NA,1995-03-01
PMC188761,7853499,NA,1995-03-01
PMC1021182,7660332,10.1136/thx.50.3.225,1995-03-01
PMC398151,7882986,10.1002/j.1460-2075.1995.tb07062.x,1995-02-01
PMC188663,7815562,NA,1995-02-01
PMC188656,7815557,NA,1995-02-01
PMC188646,7815547,NA,1995-02-01
PMC188629,7815531,NA,1995-02-01
PMC188623,7815526,NA,1995-02-01
PMC306625,7532857,10.1093/nar/23.1.18,1995-01-01
PMC1263737,7704846,NA,1995-01-01
PMC1263735,7704844,NA,1995-01-01
PMC1263730,7704839,NA,1995-01-01
PMC1687215,7859212,NA,1995-01-01
PMC172850,7704896,10.1128/cmr.8.1.87,1995-01-01
PMC1382850,NA,NA,1995-01-01
PMC188620,7983766,NA,1995-01-01
PMC188607,7983753,NA,1995-01-01
PMC188602,7527087,NA,1995-01-01
PMC188573,7983719,NA,1995-01-01
PMC188556,7983703,NA,1995-01-01
PMC275811,7749196,10.1091/mbc.6.1.7,1995-01-01
PMC1887500,7992854,NA,1994-12-01
PMC188302,7695278,10.1128/aac.38.12.2889,1994-12-01
PMC237324,7966644,NA,1994-12-01
PMC237289,7966615,NA,1994-12-01
PMC237282,7966608,NA,1994-12-01
PMC237278,7966604,NA,1994-12-01
PMC237264,7525985,NA,1994-12-01
PMC237259,7966587,NA,1994-12-01
PMC359349,7969148,10.1128/mcb.14.12.8107,1994-12-01
PMC368401,8556527,NA,1994-11-01
PMC1016717,7964844,10.1136/jnnp.57.suppl.18,1994-11-01
PMC237198,7933139,NA,1994-11-01
PMC237188,7933129,NA,1994-11-01
PMC237178,7933119,NA,1994-11-01
PMC237165,7933108,NA,1994-11-01
PMC237129,7933074,NA,1994-11-01
PMC237127,7933072,NA,1994-11-01
PMC1263716,7889462,NA,1994-10-01
PMC1686798,7994701,NA,1994-10-01
PMC264117,7814511,NA,1994-10-01
PMC264068,7814468,NA,1994-10-01
PMC237110,8084020,NA,1994-10-01
PMC237106,8084017,NA,1994-10-01
PMC237083,8083998,NA,1994-10-01
PMC237073,8083990,NA,1994-10-01
PMC237050,8083969,NA,1994-10-01
PMC237044,8083964,NA,1994-10-01
PMC2142612,7849588,10.1002/pro.5560031010,1994-10-01
PMC308388,7937111,10.1093/nar/22.19.3911,1994-09-01
PMC196787,8083174,10.1128/jb.176.18.5820-5830.1994,1994-09-01
PMC263972,7814551,NA,1994-09-01
PMC263966,7814546,NA,1994-09-01
PMC237020,8057489,NA,1994-09-01
PMC237019,8057488,NA,1994-09-01
PMC236982,8057460,NA,1994-09-01
PMC236981,8057459,NA,1994-09-01
PMC236979,8057457,NA,1994-09-01
PMC236968,8057447,NA,1994-09-01
PMC236959,8057439,NA,1994-09-01
PMC236949,8057431,NA,1994-09-01
PMC236940,7520090,NA,1994-09-01
PMC1686704,7954227,NA,1994-08-01
PMC2271231,8062872,10.1017/s0950268800051578,1994-08-01
PMC2271214,8062875,10.1017/s0950268800051608,1994-08-01
PMC236465,7913510,NA,1994-08-01
PMC236464,8035518,NA,1994-08-01
PMC236413,8035476,NA,1994-08-01
PMC236412,8035475,NA,1994-08-01
PMC1263700,7954126,NA,1994-07-01
PMC205599,8021183,10.1128/jb.176.13.4011-4016.1994,1994-07-01
PMC263803,7929779,NA,1994-07-01
PMC236379,8207827,NA,1994-07-01
PMC236377,8207825,NA,1994-07-01
PMC523688,8036158,10.1093/nar/22.12.2304,1994-06-01
PMC186544,7514578,NA,1994-06-01
PMC236870,8189503,NA,1994-06-01
PMC236832,8151799,NA,1994-05-01
PMC236780,8151762,NA,1994-05-01
