doi,created
10.1136/bmjoq-2018-000436,2019-08-27
10.1038/s41564-018-0244-1,2018-09-14
10.1186/1471-2296-14-174,2013-11-19
10.1186/s13036-019-0207-y,2019-10-23
10.1371/journal.ppat.1007368,2018-10-18
10.1371/journal.ppat.1005173,2015-10-08
10.1038/s41467-018-04591-0,2018-06-12
10.3201/eid2007.140294,2014-06-02
10.1074/mcp.m110.001859,2010-07-21
10.1371/journal.ppat.1000417,2009-04-30
10.1016/j.bjm.2017.09.008,2018-02-02
10.1186/1471-2148-9-52,2009-03-05
10.1016/j.celrep.2017.03.049,2017-04-11
10.1155/2019/5797512,2019-10-24
10.1038/s41467-018-04574-1,2018-06-04
10.1007/s00705-018-3794-x,2018-03-07
10.1016/s1674-8301(11)60013-4,2011-04-30
10.1016/j.jcv.2012.04.008,2012-05-16
10.1038/srep37815,2016-11-24
10.1186/1742-4682-6-11,2009-06-30
10.3389/fmicb.2019.00596,2019-03-26
10.3201/eid2112.150272,2015-10-30
10.1186/s13054-020-2786-x,2020-02-19
10.1016/j.rmcr.2019.100945,2019-10-16
10.1186/s12931-017-0672-0,2017-11-14
10.1186/1746-6148-9-184,2013-09-16
10.1073/pnas.1906717116,2019-10-08
10.1016/j.isci.2019.07.003,2019-08-08
10.1021/bi901541j,2009-11-18
10.3201/eid2512.191169,2019-11-06
10.1155/2019/1386740,2019-02-18
10.1128/mbio.01516-16,2016-09-21
10.3390/biom9110710,2019-11-07
10.3201/eid1212.060331,2011-10-03
10.1371/journal.ppat.1001175,2010-11-04
10.1186/1742-4690-11-27,2014-04-03
10.15252/emmm.201809528,2018-11-29
10.4161/auto.29309,2014-07-01
10.1080/16549716.2020.1717411,2020-02-06
10.4103/0975-3583.59983,2013-11-01
10.1093/nar/gky191,2018-03-05
10.1002/advs.201800275,2018-07-05
10.1038/s41598-019-49838-y,2019-09-12
10.1016/j.nmni.2014.12.005,2015-02-17
10.1371/journal.pcbi.1007587,2020-02-10
10.1016/j.redox.2019.101198,2019-04-20
10.3390/v9050104,2017-05-10
10.3390/v10090448,2018-08-24
10.3201/eid1808.111659,2012-07-21
10.1016/j.celrep.2017.09.068,2017-10-17
10.3201/eid2410.180589,2018-09-04
10.1186/1471-2431-14-37,2014-02-08
10.1371/journal.pone.0025619,2011-09-28
10.1186/s40249-016-0118-9,2016-04-01
10.1371/journal.pntd.0006526,2018-06-04
10.7717/peerj.7697,2019-10-02
10.24171/j.phrp.2020.11.1.03,2020-02-24
10.1038/srep32920,2016-09-06
10.1016/j.onehlt.2020.100124,2020-02-24
10.1371/journal.pgen.1000849,2010-02-18
10.1093/nar/gkw432,2016-06-14
10.3390/pharmaceutics11060254,2019-06-03
10.3201/eid1807.120344,2012-06-07
10.1038/mp.2012.2,2012-01-31
10.1186/s12985-018-1005-8,2018-05-23
10.1016/j.antiviral.2016.06.003,2016-06-18
10.1016/j.virol.2013.08.030,2013-09-24
10.1186/s12977-018-0394-5,2018-01-22
10.1038/s41598-019-41045-z,2019-03-14
10.1093/nar/gkz340,2019-04-25
10.3389/fimmu.2019.01560,2019-07-12
10.1136/bmjopen-2017-015941,2017-09-20
10.1093/ofid/ofx009,2017-02-03
10.3346/jkms.2020.35.e79,2020-02-14
10.1128/jcm.00723-19,2019-07-02
10.1016/j.celrep.2017.08.023,2017-08-29
10.1038/srep07266,2014-12-01
10.3390/v11060524,2019-06-07
10.1371/journal.pcbi.1007492,2019-12-13
10.3201/eid1002.030418,2012-05-14
10.2807/1560-7917.es.2020.25.4.2000058,2020-01-30
10.1016/j.jaci.2018.04.013,2018-04-28
10.1093/nar/gkr1098,2011-11-30
10.1371/journal.pmed.0030003,2005-11-14
10.2807/1560-7917.es.2020.25.6.2002131,2020-02-13
10.1186/s40064-015-1207-0,2015-08-08
10.1136/bmjopen-2017-019350,2018-03-28
10.18632/oncotarget.9114,2016-04-29
10.3201/eid2509.181937,2019-07-25
10.1155/2013/984028,2013-11-04
10.1016/j.celrep.2017.10.005,2017-10-26
10.1038/mtm.2014.5,2014-03-19
10.1371/journal.pcbi.1001076,2011-02-11
10.3390/v5020550,2013-01-31
10.3390/v11060563,2019-06-19
10.3201/eid2005.131364,2014-03-26
10.1186/s12879-016-1934-z,2016-10-24
10.1038/s41396-019-0458-0,2019-06-25
10.3201/eid1002.030748,2012-05-14
10.3390/v6052138,2014-05-16
10.1371/journal.pone.0141744,2015-11-13
10.1099/vir.0.000158,2015-04-22
10.1038/srep24179,2016-04-12
10.1038/s41598-019-40003-z,2019-02-28
10.3201/eid2201.151370,2015-11-02
10.1186/s12859-018-2132-3,2018-05-08
10.1093/nar/gkv106,2015-02-18
10.1128/mbio.01253-18,2018-08-06
10.1038/s41467-018-08015-x,2019-01-04
10.1371/journal.ppat.1002584,2012-03-23
10.1038/s41598-018-21056-y,2018-02-05
10.1371/journal.pone.0164541,2016-10-21
10.1038/emi.2016.125,2016-12-21
10.1038/s41398-019-0622-3,2019-11-11
10.1016/j.hrthm.2017.03.001,2017-03-07
10.1016/j.ijpddr.2019.03.004,2019-04-02
10.1016/j.immuni.2015.10.013,2015-11-19
10.1016/j.phrp.2015.12.006,2015-12-17
10.1016/j.onehlt.2017.03.001,2017-03-03
10.1038/ncomms12838,2016-09-22
10.1371/journal.pntd.0001537,2012-02-21
10.1080/21505594.2018.1492863,2018-07-05
10.1084/jem.20160437,2016-10-31
10.3390/v6041564,2014-04-03
10.1371/journal.pone.0173234,2017-03-08
10.3390/v11070662,2019-07-22
10.4178/epih/e2015035,2015-08-07
10.1007/s11538-016-0209-6,2016-10-04
10.3390/md17030149,2019-03-04
10.1038/s41598-019-52902-2,2019-11-08
10.3201/eid2206.152113,2016-02-16
10.1016/s1672-0229(03)01019-2,2016-11-28
10.1038/s41467-018-04853-x,2018-06-21
10.1186/1471-2334-12-309,2013-02-20
10.1128/mbio.01356-17,2017-11-15
10.1038/s41598-018-37192-4,2019-02-13
10.1186/s12879-015-1250-z,2015-11-14
10.1038/srep37725,2016-11-23
10.1371/journal.pone.0204865,2018-10-04
10.3201/eid2303.161285,2017-01-26
10.3346/jkms.2020.35.e62,2020-02-04
10.1038/nsmb.2328,2012-06-17
10.1016/j.ncrna.2017.03.002,2017-03-23
10.3390/ijms14035723,2013-03-13
10.1093/nar/gkt1308,2013-12-27
10.1038/srep41746,2017-02-02
10.1038/s41598-017-08719-y,2017-08-11
10.1136/bmjopen-2016-013724,2017-02-08
10.1371/journal.pone.0071620,2013-08-09
10.1038/s41467-017-02344-z,2018-01-09
10.7554/elife.43983,2019-02-25
10.1091/mbc.e18-07-0462,2019-01-16
10.1186/1471-2334-12-298,2012-11-13
10.1107/s1399004714016770,2014-09-26
10.1371/journal.pone.0199067,2018-07-27
10.7717/peerj.1418,2015-11-19
10.1371/journal.pone.0178569,2017-06-02
10.3390/v11060548,2019-06-13
10.1038/srep10840,2015-06-04
10.4269/ajtmh.17-0421,2017-12-27
10.1039/c5sc04046a,2015-12-03
10.1093/heapol/czu010,2014-03-07
10.3390/v10100563,2018-10-16
10.7554/elife.41426,2018-11-13
10.3389/fphar.2019.00747,2019-07-11
10.1038/ni.2475,2012-11-18
10.1016/j.ijid.2020.02.050,2020-02-27
10.1016/j.nmni.2018.08.014,2018-08-30
10.1038/ncomms10680,2016-02-19
10.1128/jcm.00963-19,2019-10-31
10.1126/sciadv.aao4966,2017-11-16
10.1016/j.onehlt.2019.100101,2019-08-12
10.3201/eid2009.140378,2014-06-09
10.1186/1471-2164-6-1,2005-01-12
10.1186/s12864-017-3801-8,2017-05-30
10.1371/journal.pone.0033389,2012-03-12
10.1016/j.molcel.2018.02.023,2018-03-22
10.1136/bmjopen-2018-024393,2019-11-02
10.1371/journal.pone.0195625,2018-04-09
10.1371/journal.pone.0178146,2017-07-13
10.15252/embr.201540509,2015-06-26
10.1016/j.idm.2020.02.001,2020-02-11
10.1371/journal.ppat.1003611,2013-09-26
10.1093/jpids/piw079,2016-11-16
10.3390/v11010073,2019-01-17
10.1186/s12989-016-0144-6,2016-06-22
10.1038/s41598-017-16705-7,2017-11-22
10.1186/cc4935,2006-05-26
10.6026/97320630009286,2013-03-25
10.1038/s41598-018-33627-0,2018-10-12
10.1038/srep19334,2016-02-03
10.3390/v10040193,2018-04-13
10.1292/jvms.15-0002,2015-05-17
10.3947/ic.2016.48.1.61,2016-04-18
10.1186/s13059-016-1140-8,2017-01-19
10.7150/thno.28027,2018-12-03
10.3201/eid1903.121503,2013-01-17
10.3201/eid1511.091147,2009-10-23
10.1038/emi.2016.136,2017-01-18
10.1038/s41598-018-38079-0,2019-02-07
10.1186/s13568-019-0834-1,2019-07-12
10.1038/ncomms6980,2015-01-22
10.1038/srep35021,2016-10-11
10.18632/oncotarget.23902,2018-01-04
10.1093/molbev/mss179,2012-07-21
10.18632/oncotarget.7285,2016-03-21
10.1038/emi.2017.79,2017-12-07
10.1038/srep28912,2016-07-01
10.1371/journal.pone.0179863,2017-06-26
10.1038/s41598-017-16928-8,2017-11-28
10.1371/journal.pone.0112617,2014-11-15
10.1136/bmjopen-2017-017835,2017-10-11
10.3201/eid1902.120312,2013-01-07
10.3201/eid1410.080440,2008-10-08
10.1186/1745-7580-1-2,2005-09-20
10.3390/v10040149,2018-03-27
10.1371/journal.pntd.0006505,2018-05-31
10.1016/j.idm.2020.02.003,2020-02-29
10.1016/j.celrep.2015.05.012,2015-06-06
10.1038/s41467-019-13659-4,2019-12-18
10.1021/acsomega.6b00143,2016-11-03
10.1016/j.phrp.2013.09.010,2013-09-24
10.1371/journal.pcbi.1001084,2011-02-24
10.1016/s1672-0229(04)02009-1,2016-11-28
10.7554/elife.00049,2012-11-13
10.18632/oncotarget.15849,2017-03-04
10.1073/pnas.1718769115,2018-03-05
10.1093/bioinformatics/bts575,2012-10-09
10.3382/ps/pev379,2016-01-07
10.1016/j.mib.2013.05.001,2013-05-29
10.1038/srep38532,2016-12-06
10.4178/epih/e2015049,2015-11-14
10.1038/s41598-017-01542-5,2017-04-26
10.1371/journal.pmed.0050031,2008-02-06
10.1186/s12985-018-1011-x,2018-06-20
10.7554/elife.47117,2019-07-16
10.1021/jm401438g,2014-01-05
10.3201/eid2108.142015,2015-07-15
10.1038/emi.2016.132,2017-01-04
10.1038/nm.2972,2012-11-11
10.1016/s1672-0229(03)01026-x,2016-11-28
10.1002/2052-2975.34,2014-01-29
10.1016/j.chom.2016.08.005,2016-09-14
10.4178/epih.e2016051,2016-11-16
10.1093/nar/gkv832,2015-08-18
10.1038/srep02468,2013-09-03
10.1093/inthealth/ihaa001,2020-01-09
10.1093/nar/gkq554,2010-06-18
10.3201/eid2505.181659,2019-03-12
10.1111/j.1365-313x.2008.03598.x,2008-07-06
10.1007/s13238-016-0352-8,2017-01-02
10.1007/s00134-020-05954-2,2020-02-05
10.1292/jvms.17-0704,2018-05-16
10.1371/journal.ppat.1004113,2014-05-22
10.1128/aac.01367-16,2016-08-30
10.3389/fimmu.2017.00779,2017-07-03
10.1016/j.nmni.2018.08.008,2018-08-11
10.1371/journal.pone.0156518,2016-06-16
10.3390/v10060283,2018-05-28
10.3390/v11010049,2019-01-11
10.4178/epih/e2015033,2015-07-20
10.1093/nar/gkt203,2013-03-27
10.1194/jlr.m090555,2019-01-09
10.1136/bmjgh-2018-001361,2019-07-20
10.1038/srep40712,2017-01-19
10.7150/ijbs.21247,2017-09-12
10.1042/bsr20181059,2018-09-21
10.4178/epih/e2015034,2015-07-30
10.3390/md12042114,2014-04-04
10.1186/s12889-019-7369-x,2019-09-06
10.1371/journal.pcbi.1003457,2014-01-23
10.1111/1755-0998.12891,2018-04-19
10.1038/nsmb.2544,2013-03-31
10.1111/j.1751-7915.2007.00012.x,2007-11-27
10.1016/j.sjbs.2017.06.001,2017-06-06
10.3390/molecules17055346,2012-05-08
10.1038/s41598-019-47713-4,2019-08-02
10.1093/ve/vev023,2016-01-21
10.1186/s12896-019-0506-x,2019-02-15
10.1111/cmi.12122,2013-02-20
10.1038/nsmb.1772,2010-03-07
10.1371/journal.pone.0195745,2018-04-19
10.1038/s41426-018-0155-5,2018-09-12
10.1186/1471-2458-12-288,2012-04-20
10.1371/journal.pntd.0003368,2014-12-04
10.3389/fped.2019.00431,2019-11-14
10.1038/srep13028,2015-08-19
10.1038/srep26787,2016-06-09
10.1371/journal.pone.0034415,2012-04-04
10.1371/journal.ppat.1001157,2010-10-21
10.1371/journal.pone.0181227,2017-07-17
10.1038/s41467-018-04832-2,2018-06-26
10.3390/genes9110560,2018-11-21
10.3390/molecules21070959,2016-07-22
10.1016/s2214-109x(20)30074-7,2020-02-29
10.1016/j.onehlt.2015.07.001,2015-08-07
10.3201/eid1602.090469,2010-01-29
10.1099/vir.0.022764-0,2010-06-17
10.1371/journal.ppat.1006698,2017-11-30
10.1371/journal.pone.0167651,2016-12-08
10.1128/mbio.01985-18,2018-10-29
10.1371/journal.ppat.1006365,2017-05-05
10.1590/0074-02760190150,2019-08-17
10.1186/1471-2164-13-155,2012-04-26
10.1098/rsif.2014.0886,2014-12-17
10.1098/rspb.2015.0347,2015-04-01
10.18632/oncotarget.7122,2016-02-05
10.3390/genes10050332,2019-05-02
10.1371/journal.pcbi.1005316,2017-01-13
10.1038/srep11451,2015-06-22
10.3390/v12010041,2019-12-30
10.4046/trd.2017.0126,2018-06-21
10.1038/srep09112,2015-03-13
10.3390/v10080399,2018-07-30
10.1073/pnas.1710617115,2018-02-20
10.1016/s2214-109x(17)30100-6,2017-03-22
10.1007/s13238-018-0535-6,2018-04-25
10.3201/eid2207.151791,2016-06-08
10.4269/ajtmh.16-0661,2017-04-25
10.1093/nar/gkx134,2017-02-17
10.1371/journal.pone.0184718,2017-09-13
10.1186/s12977-017-0374-1,2017-11-09
10.1016/j.ijppaw.2018.12.001,2018-12-04
10.1289/ehp.1307799,2014-03-14
10.3201/eid1606.091567,2010-05-26
10.1016/j.jtumed.2016.10.004,2016-11-24
10.1038/emi.2016.90,2016-08-17
10.1016/j.mex.2015.09.003,2015-10-21
10.1371/journal.pone.0057911,2013-03-25
10.1016/j.jpha.2013.01.001,2013-01-12
10.1371/journal.ppat.1006778,2018-01-11
10.1038/ncomms14811,2017-05-03
10.3390/v11111019,2019-11-04
10.1093/nar/gkw1020,2016-10-21
10.1038/srep13617,2015-09-04
10.1186/1471-2164-14-857,2013-12-05
10.1093/nar/gky631,2018-07-04
10.1128/mbio.02329-18,2018-11-26
10.1128/jvi.01606-16,2017-01-09
10.3390/v9090262,2017-09-20
10.1371/journal.pbio.2006459,2018-06-28
10.1155/2019/6815105,2019-07-01
10.1038/s41598-020-59730-9,2020-02-20
10.3201/eid2112.150283,2015-10-30
10.3201/eid2206.160007,2016-03-03
10.1186/1297-9716-44-13,2013-03-02
10.1186/s12916-015-0450-0,2015-09-02
10.3390/ani9080523,2019-08-02
10.1371/journal.pcbi.1007241,2019-09-17
10.3947/ic.2015.47.4.278,2016-01-15
10.1098/rsos.180041,2018-05-02
10.1186/2049-9957-2-31,2013-12-20
10.12688/f1000research.22211.2,2020-02-07
10.3390/ijerph15081596,2018-07-27
10.3390/vaccines7010003,2018-12-31
10.1093/nar/gks629,2012-06-29
10.1016/j.ijvsm.2018.08.004,2018-08-28
10.1371/journal.ppat.1003549,2013-08-08
10.1155/2014/436438,2014-09-01
10.1038/s41598-017-07336-z,2017-08-04
10.1080/14756366.2016.1265519,2017-01-23
10.1038/s41467-018-08135-4,2019-01-11
10.1038/s41541-019-0138-0,2019-10-18
10.1371/journal.pcbi.1003561,2014-04-10
10.1038/s41598-019-40452-6,2019-03-06
10.1016/j.heliyon.2016.e00158,2016-09-19
10.1038/nature10624,2011-11-18
10.1038/ncomms15743,2017-06-07
10.1371/journal.pone.0153359,2016-04-13
10.1016/j.fsiml.2020.100013,2020-02-26
10.1038/s41426-018-0121-2,2018-06-27
10.1038/nature10921,2012-03-23
10.1016/j.jmii.2020.02.011,2020-02-25
10.1016/j.sjbs.2018.05.006,2018-05-03
10.1186/s12917-019-2035-1,2019-08-19
10.1016/j.idcr.2019.e00529,2019-03-23
10.1093/nar/gni053,2005-04-08
10.1136/bmj.c4978,2010-10-04
10.1016/j.ebiom.2018.05.032,2018-06-22
10.1016/j.jshs.2020.01.005,2020-02-04
10.1186/1471-2458-4-34,2004-09-01
10.3390/s18010104,2018-01-03
10.1038/s41598-018-26935-y,2018-05-31
10.1016/j.onehlt.2017.03.003,2017-03-10
10.1038/s41598-019-46509-w,2019-07-11
10.1084/jem.20190173,2019-06-04
10.1136/bmjopen-2019-036240,2020-02-04
10.1371/journal.pone.0212332,2019-02-21
10.1016/j.onehlt.2016.03.001,2016-04-06
10.1128/mbio.00737-13,2013-10-16
10.1089/jir.2015.0096,2015-08-26
10.2471/blt.20.251561,2020-02-05
10.1016/j.mmcr.2015.02.005,2015-02-25
10.1038/srep41722,2017-02-03
10.1186/s12879-017-2823-9,2017-11-22
10.3390/molecules23030672,2018-03-16
10.1016/j.onehlt.2020.100123,2020-02-14
10.1371/journal.pone.0178241,2017-06-20
10.1016/j.celrep.2017.02.014,2017-03-01
10.1016/j.jshs.2020.02.001,2020-02-06
10.1098/rsos.181182,2019-02-13
10.1038/srep23864,2016-03-31
10.1186/1742-4690-4-80,2007-11-08
10.3349/ymj.2019.60.8.796,2019-07-24
10.1186/s12964-016-0132-3,2016-04-05
10.1007/s00604-014-1198-5,2014-02-17
10.1186/1743-422x-6-109,2009-07-21
10.1371/journal.pcbi.1006483,2018-11-08
10.1371/journal.pone.0000349,2007-04-03
10.1371/journal.pntd.0003398,2015-01-08
10.3390/v11040328,2019-04-05
10.1038/srep03292,2013-11-21
10.1038/s41598-017-17689-0,2017-12-06
10.3389/fimmu.2019.01019,2019-05-15
10.3201/eid2601.191165,2019-12-09
10.1371/journal.ppat.1004900,2015-05-20
10.1016/j.dib.2018.11.058,2018-11-14
10.1016/j.sjbs.2016.02.019,2016-02-21
10.1038/s41598-018-37290-3,2019-01-03
10.1371/journal.pcbi.1004154,2015-04-10
10.1038/srep37915,2016-11-28
10.3390/v11100946,2019-10-14
10.1093/infdis/jiy620,2018-10-23
10.1128/mbio.01331-14,2014-08-13
10.1186/2049-9957-3-29,2014-08-05
10.4178/epih.e2016055,2016-12-06
10.1098/rsif.2018.0034,2018-06-27
10.1016/j.idm.2017.05.004,2017-05-25
10.1038/s41422-020-0282-0,2020-02-04
10.1016/j.ijid.2014.03.1372,2014-03-31
10.2196/jmir.7.4.e46,2005-08-18
10.1371/journal.pcbi.1003077,2013-06-27
10.1128/jvi.00308-19,2019-03-07
10.4178/epih/e2015036,2015-08-14
10.3201/eid2504.181595,2019-03-13
10.1016/j.idm.2018.03.001,2018-03-09
10.1186/1471-2180-8-76,2008-05-16
10.18632/oncotarget.20963,2017-09-16
10.1371/journal.pone.0220908,2019-09-03
10.3201/eid1801.111259,2012-01-06
10.1371/journal.pone.0012763,2010-09-15
10.1038/s41467-019-10897-4,2019-07-11
10.1186/s12917-018-1409-0,2018-03-14
10.1089/nat.2016.0652,2017-01-24
10.1016/j.ijid.2020.02.052,2020-03-04
10.1186/s12879-018-3093-x,2018-04-17
10.1186/s13059-019-1923-9,2019-12-28
10.3390/ani9121093,2019-12-06
10.1016/j.tjem.2015.02.001,2016-03-21
10.1016/j.heliyon.2018.e00766,2018-08-31
10.1016/j.apsb.2015.05.002,2015-06-06
10.3390/tropicalmed4030099,2019-07-02
10.1016/s2213-2600(17)30174-1,2017-05-16
10.1371/journal.pone.0086555,2014-01-27
10.1038/s41368-020-0074-x,2020-02-24
10.1016/j.onehlt.2017.03.004,2017-03-24
10.1186/1471-2458-14-1275,2015-06-18
10.1093/nar/gkr237,2011-05-29
10.1093/aje/kwr411,2012-04-06
10.1155/2014/298145,2014-12-04
10.1099/jgv.0.000584,2016-08-24
10.1371/journal.ppat.1003277,2013-06-06
10.1371/journal.pone.0145256,2015-12-16
10.1038/s41598-019-45095-1,2019-06-18
10.3201/eid1405.071070,2009-02-09
10.3201/eid2109.141333,2015-07-29
10.2807/1560-7917.es.2020.25.5.2000062,2020-02-06
10.1371/journal.pmed.1000362,2010-11-02
10.1038/srep15820,2015-10-28
10.1186/s13028-018-0404-6,2018-08-29
10.1128/aac.01206-18,2018-09-03
10.4178/epih/e2015051,2015-11-17
10.1186/s13104-015-1299-1,2015-07-29
10.1038/labinvest.2012.92,2012-06-25
10.1371/journal.pcbi.1005257,2017-01-17
10.1371/journal.pone.0027631,2011-12-09
10.1186/s12859-019-2917-z,2019-06-03
10.1089/hs.2017.0052,2018-02-06
10.1016/j.gpb.2015.08.004,2015-11-10
10.1371/journal.pone.0159709,2016-07-27
10.1371/journal.pgen.1004403,2014-05-29
10.1371/journal.pone.0059065,2013-03-13
10.4178/epih.e2017039,2017-08-18
10.1016/j.sjbs.2016.09.020,2016-10-07
10.1038/s41467-018-04577-y,2018-06-20
10.2807/1560-7917.es.2019.24.48.1900244,2019-11-28
10.1021/mp400631w,2014-02-11
10.3201/eid2103.141165,2014-12-01
10.1186/1475-9276-11-41,2012-08-14
10.18632/oncotarget.8345,2016-03-25
10.2807/1560-7917.es.2020.25.8.2000170,2020-02-27
10.1371/journal.ppat.1003684,2013-10-11
10.1016/j.phrp.2016.01.001,2016-01-18
10.3201/eid2104.141370,2015-03-02
10.1016/j.jaci.2017.03.020,2017-04-08
10.1038/s41598-017-05853-5,2017-07-18
10.1186/s12864-019-6367-9,2019-12-16
10.1128/mbio.01146-14,2014-04-30
10.1155/2012/254571,2012-12-27
10.1091/mbc.e13-07-0394,2013-11-14
10.3201/eid2101.140766,2014-12-09
10.3390/insects10110394,2019-11-07
10.1136/vetreco-2015-000163,2016-04-07
10.1016/j.csbj.2019.01.003,2019-01-27
10.3201/eid1303.060301,2009-08-19
10.1371/journal.pntd.0006680,2018-08-01
10.1073/pnas.1815071116,2019-02-28
10.1038/s41598-019-48969-6,2019-08-29
10.1007/s11033-014-3019-7,2014-01-11
10.1038/s41586-018-0121-3,2018-05-14
10.1016/s2468-2667(20)30030-x,2020-02-13
10.1016/j.celrep.2018.11.082,2018-12-18
10.1038/s41467-019-13393-x,2019-11-26
10.3390/v12010107,2020-01-17
10.1128/mbio.02764-19,2020-02-10
10.1093/nar/gni004,2005-01-18
10.1038/ncomms15092,2017-04-10
10.1371/journal.ppat.1005074,2015-08-07
10.1093/nar/gku118,2014-02-06
10.1038/srep36234,2016-11-10
10.3201/eid2108.150170,2015-06-23
10.7189/jogh.05.010408,2015-06-21
10.1021/acschembio.5b00682,2015-10-23
10.3201/eid2108.140978,2015-06-19
10.1098/rsif.2017.0838,2018-01-24
10.1136/bmjopen-2017-016349,2018-01-22
10.1038/srep10757,2015-06-04
10.1186/s40249-019-0550-8,2019-05-28
10.4062/biomolther.2017.233,2018-05-02
10.1371/journal.ppat.1001146,2010-10-14
10.1186/1751-0147-56-28,2014-05-09
10.1038/srep45922,2017-04-04
10.3390/v11080677,2019-07-24
10.3201/eid1709.101950,2011-08-17
10.3201/eid1002.030515,2012-05-14
10.1371/journal.pone.0000012,2006-12-20
10.1016/j.bbagen.2016.11.036,2016-11-30
10.1016/j.idcr.2015.02.003,2015-04-03
10.1021/sb5002483,2014-11-13
10.1371/journal.pone.0145694,2016-01-08
10.3390/vaccines7020040,2019-05-15
10.1021/acs.biochem.5b00833,2015-10-09
10.1371/journal.pgen.1006960,2017-09-21
10.1371/journal.ppat.1008292,2020-01-30
10.1093/nar/gku666,2014-09-11
10.1371/journal.pone.0142927,2015-12-03
10.1371/journal.pone.0184659,2017-09-08
10.3947/ic.2016.48.2.108,2016-07-14
10.3201/eid2405.171192,2018-03-22
10.1016/j.celrep.2015.05.044,2015-06-18
10.1128/mbio.02154-15,2017-06-02
10.1371/journal.pone.0039310,2012-06-27
10.1128/jcm.01658-17,2017-12-06
10.3390/antibiotics8040201,2019-10-31
10.3201/eid2109.150560,2015-06-24
10.1080/22221751.2020.1725399,2020-02-05
10.1016/j.bbrep.2016.01.017,2016-01-29
10.4178/epih.e2020006,2020-02-06
10.1093/ofid/ofz481,2019-11-05
10.1371/journal.ppat.1004455,2014-10-23
10.1038/srep46490,2017-04-21
10.1098/rspb.2017.0715,2017-12-06
10.1016/j.celrep.2019.05.095,2019-06-25
10.1016/j.tvjl.2011.12.009,2012-07-02
10.1021/acs.jmedchem.5b01329,2015-11-24
10.3201/eid2307.170310,2017-05-08
10.18632/oncotarget.20469,2017-08-26
10.3390/v11060489,2019-05-29
10.1107/s1399004714002971,2014-04-30
10.3390/molecules21121629,2016-11-28
10.1186/s13028-015-0134-y,2015-08-18
10.3390/v8030055,2016-02-23
10.3389/fmicb.2018.02949,2018-11-27
10.15252/emmm.201708078,2017-12-08
10.7554/elife.43764,2019-05-13
10.1371/journal.pmed.0050003,2008-01-11
10.1038/srep13133,2015-08-18
10.1038/mi.2014.129,2015-01-21
10.1128/msystems.00135-17,2018-01-22
10.1016/j.onehlt.2019.100117,2019-12-05
10.1038/s41598-019-51609-8,2019-10-23
10.1093/aje/kwz091,2019-03-29
10.1186/s12931-018-0922-9,2018-11-21
10.1186/1743-422x-10-349,2013-12-05
10.1038/srep40244,2017-01-09
10.1007/s40121-015-0087-5,2015-09-05
10.1016/j.onehlt.2015.10.003,2015-11-04
10.1016/j.ijid.2020.01.050,2020-01-30
10.1155/2012/414038,2012-05-31
10.1186/s12917-014-0274-8,2014-11-24
10.1371/journal.pone.0128893,2015-06-02
10.1371/journal.ppat.1006610,2017-09-28
10.3389/fimmu.2019.00786,2019-04-12
10.1083/jcb.201406037,2014-10-07
10.3201/eid1511.090467,2009-10-23
10.1021/acsomega.9b02900,2019-11-18
10.1038/srep38115,2016-11-29
10.1016/j.ebiom.2019.10.043,2019-11-03
10.1371/journal.ppat.1001340,2011-05-12
10.1038/s41467-019-12648-x,2019-10-10
10.1186/s12879-016-1670-4,2016-07-08
10.1534/g3.117.041624,2019-03-14
10.1093/gbe/evw246,2016-10-11
10.1016/j.vaccine.2019.12.055,2020-01-28
10.3201/eid2509.190143,2019-07-02
10.1186/1471-2164-15-1161,2015-06-18
10.1038/ncomms8375,2015-06-16
10.1038/srep43395,2017-03-06
10.1186/1471-2458-7-208,2007-08-16
10.3402/ecrj.v2.28245,2015-12-10
10.1128/msphere.00235-16,2016-09-08
10.29024/aogh.2381,2018-11-05
10.1038/emboj.2008.101,2008-05-22
10.3201/eid2407.180162,2018-06-05
10.1371/journal.pcbi.1002993,2013-05-03
10.1038/s41598-017-03852-0,2017-06-09
10.1093/nar/gkz202,2019-04-09
10.1016/j.onehlt.2017.10.001,2017-10-12
10.1016/j.phrp.2012.12.008,2013-01-04
10.1371/journal.pone.0072787,2013-09-04
10.1016/s1672-0229(03)01031-3,2016-11-28
10.3346/jkms.2020.35.e88,2020-02-20
10.1038/srep21878,2016-02-22
10.3389/fmicb.2018.00083,2018-01-31
10.1016/j.cdtm.2015.06.002,2015-07-08
10.1371/journal.pone.0074316,2013-09-25
10.1186/1471-2180-13-266,2013-11-25
10.1038/s41598-017-02291-1,2017-05-11
10.1371/journal.pone.0142805,2015-11-24
10.1038/s41598-018-19406-x,2018-01-12
10.1371/journal.pone.0194527,2018-03-26
10.1016/j.ijid.2020.02.018,2020-02-17
10.3201/eid2210.151121,2016-10-12
10.1038/srep11123,2015-06-11
10.1371/journal.pone.0180716,2017-07-13
10.1038/s41467-018-07796-5,2018-12-13
10.1016/j.fob.2015.02.001,2015-02-24
10.1186/s12929-015-0152-0,2015-06-23
10.3389/fmicb.2015.01332,2015-12-01
10.1098/rsos.171089,2018-01-31
10.1038/emi.2016.64,2016-04-27
10.5694/mja2.50049,2019-03-06
10.3201/eid2206.151592,2016-04-22
10.1371/journal.pone.0198207,2018-06-01
10.1371/journal.pone.0150255,2016-04-12
