source_x,doi,pmcid,pubmed_id,date
PMC,10.1007/BF03405592,PMC6975992,NA,NA
PMC,NA,PMC1579414,NA,NA
PMC,10.1128/CVI.13.5.594-597.2006,PMC1459658,NA,NA
PMC,10.1136/emj.2005.026146,PMC2564081,NA,2006-04-20
PMC,10.1111/j.1365-2567.2006.02343.x,PMC1782262,NA,2006-03-23
PMC,10.1128/JCM.44.5.1924.2006,PMC1479183,NA,NA
PMC,10.1136/jcp.2005.029868,PMC1860290,NA,2006-02-04
PMC,10.1089/jir.2006.26.309,PMC4496958,NA,2006-05-12
PMC,10.1128/JVI.80.10.5021-5031.2006,PMC1472094,NA,NA
PMC,10.1128/JVI.80.10.4771-4780.2006,PMC1472089,NA,NA
PMC,10.1128/JVI.80.10.5082-5085.2006,PMC1472088,NA,NA
PMC,10.1128/JVI.80.10.5059-5064.2006,PMC1472073,NA,NA
PMC,10.1128/JVI.80.10.4901-4908.2006,PMC1472070,NA,NA
PMC,10.1128/JVI.80.10.5050-5058.2006,PMC1472067,NA,NA
PMC,10.1128/JVI.80.9.4211-4219.2006,PMC1472041,NA,NA
PMC,10.1128/JVI.80.9.4447-4457.2006,PMC1472036,NA,NA
PMC,10.1128/JVI.80.9.4344-4355.2006,PMC1472032,NA,NA
PMC,NA,PMC3633140,NA,NA
PMC,NA,PMC1444813,NA,NA
PMC,10.1098/rspb.2006.3549,PMC1634780,NA,2006-04-25
PMC,NA,PMC1440654,NA,NA
PMC,NA,PMC1440626,NA,NA
PMC,NA,PMC1421373,NA,NA
PMC,10.2353/ajpath.2006.050875,PMC1606556,NA,2007-03-16
PMC,10.1128/AAC.50.4.1393-1401.2006,PMC1426958,NA,NA
PMC,10.1128/AAC.50.4.1320-1329.2006,PMC1426921,NA,NA
PMC,NA,PMC1420713,NA,NA
PMC,NA,PMC1420702,NA,NA
PMC,NA,PMC2080411,NA,NA
PMC,NA,PMC1455550,NA,NA
PMC,10.1101/gr.4337206,PMC1457032,NA,2006-02-16
PMC,10.1111/j.1475-6773.2006.00540.x,PMC1702514,NA,2006-03-09
PMC,10.1128/JCM.44.4.1283-1287.2006,PMC1448685,NA,NA
PMC,10.1128/JCM.44.4.1484-1489.2006,PMC1448678,NA,NA
PMC,10.1128/JCM.44.4.1376-1381.2006,PMC1448634,NA,NA
PMC,10.1128/JVI.80.8.4147-4156.2006,PMC1440480,NA,NA
PMC,10.1128/JVI.80.8.3773-3780.2006,PMC1440471,NA,NA
PMC,10.1128/JVI.80.8.4183-4186.2006,PMC1440470,NA,NA
PMC,10.1128/JVI.80.8.4157-4167.2006,PMC1440467,NA,NA
PMC,10.1128/JVI.80.8.4079-4087.2006,PMC1440448,NA,NA
PMC,10.1128/JVI.80.8.4174-4178.2006,PMC1440424,NA,NA
PMC,10.1128/JVI.80.7.3341-3348.2006,PMC1440418,NA,NA
PMC,10.1128/JVI.80.7.3225-3237.2006,PMC1440416,NA,NA
PMC,10.1128/JVI.80.7.3428-3437.2006,PMC1440411,NA,NA
PMC,10.1128/JVI.80.7.3180-3188.2006,PMC1440383,NA,NA
PMC,10.1128/JVI.80.7.3127.2006,PMC1440372,NA,NA
PMC,10.1128/JVI.80.7.3670-3674.2006,PMC1440365,NA,NA
PMC,NA,PMC1426177,NA,NA
PMC,10.1110/ps.052007306,PMC2242481,NA,2006-04-06
PMC,10.1261/rna.2225206,PMC1421095,NA,2006-02-24
PMC,10.1073/pnas.0510851103,PMC1458639,NA,2006-04-01
PMC,10.1093/toxsci/kfj169,PMC2377020,NA,2006-03-29
PMC,10.1093/toxsci/kfj170,PMC2366098,NA,2006-03-29
PMC,10.1073/pnas.0509785103,PMC1459389,NA,2006-03-28
PMC,10.1107/S1744309106009407,PMC2222560,NA,NA
PMC,10.1107/S1744309106009274,PMC2222557,NA,NA
PMC,10.1073/pnas.0508200103,PMC1458802,NA,2006-03-21
PMC,10.1073/pnas.0509961103,PMC1458783,NA,2006-03-21
PMC,10.1007/s00264-005-0067-6,PMC2532088,NA,2006-03-17
PMC,10.1073/pnas.0510921103,PMC1449637,NA,2006-03-08
PMC,10.3748/wjg.v12.i9.1452,PMC4124329,NA,2016-03-16
PMC,NA,PMC1388151,NA,NA
PMC,10.1136/thx.2005.056291,PMC2104650,NA,2006-03-04
PMC,10.2105/AJPH.2004.046037,PMC1470524,NA,NA
PMC,10.2105/AJPH.2004.061358,PMC1470517,NA,NA
PMC,10.2105/AJPH.2004.054742,PMC1470501,NA,NA
PMC,10.1128/AAC.50.3.984-993.2006,PMC1426423,NA,NA
PMC,10.1128/CVI.13.3.409-414.2006,PMC1391961,NA,NA
PMC,10.1136/emj.2005.027037,PMC2464446,NA,2006-02-24
PMC,10.1111/j.1365-2567.2005.02316.x,PMC1782239,NA,2005-12-22
PMC,10.1128/IAI.74.3.1505-1515.2006,PMC1418639,NA,NA
PMC,NA,PMC2291765,NA,NA
PMC,10.1128/JCM.44.3.961-969.2006,PMC1393118,NA,NA
PMC,10.1128/JCM.44.3.957-960.2006,PMC1393089,NA,NA
PMC,10.1128/JCM.44.3.790-797.2006,PMC1393082,NA,NA
PMC,10.1097/01.jnen.0000205142.08716.7e,PMC1635791,NA,2013-12-05
PMC,10.1128/JVI.80.6.2684-2693.2006,PMC1395447,NA,NA
PMC,10.1128/JVI.80.6.2631-2640.2006,PMC1395426,NA,NA
PMC,10.1128/JVI.80.5.2216-2224.2006,PMC1395405,NA,NA
PMC,10.1128/JVI.80.5.2506-2514.2006,PMC1395395,NA,NA
PMC,10.1128/JVI.80.5.2183-2193.2006,PMC1395388,NA,NA
PMC,10.1128/JVI.80.5.2326-2336.2006,PMC1395384,NA,NA
PMC,10.1128/JVI.80.5.2151-2161.2006,PMC1395373,NA,NA
PMC,10.1513/pats.200511-122JH,PMC2658678,NA,NA
PMC,NA,PMC1525268,NA,NA
PMC,10.1136/thx.2005.041822,PMC2080749,NA,2006-03-03
PMC,10.1107/S1744309106006373,PMC2197201,NA,NA
PMC,NA,PMC2626509,NA,NA
PMC,NA,PMC2626508,NA,NA
PMC,NA,PMC2626507,NA,NA
PMC,10.1017/S0950268805005698,PMC2870472,NA,NA
PMC,NA,PMC1371004,NA,NA
PMC,10.1017/S0950268806005875,PMC2870476,NA,NA
PMC,10.1017/S0950268806005863,PMC2870475,NA,NA
PMC,10.3748/wjg.v12.i6.921,PMC4066158,NA,2016-03-15
PMC,NA,PMC1360421,NA,NA
PMC,10.1073/pnas.0510525103,PMC1413717,NA,2006-02-04
PMC,NA,PMC1390794,NA,NA
PMC,10.1534/genetics.105.051136,PMC1456241,NA,2005-11-20
PMC,10.1128/JCM.44.2.359-365.2006,PMC1392693,NA,NA
PMC,10.1128/JCM.44.2.666-668.2006,PMC1392640,NA,NA
PMC,10.1128/JVI.80.4.1734-1741.2006,PMC1367161,NA,NA
PMC,10.1128/JVI.80.4.1653-1661.2006,PMC1367138,NA,NA
PMC,10.1128/JVI.80.3.1065-1066.2006,PMC1346973,NA,NA
PMC,10.1128/JVI.80.3.1261-1270.2006,PMC1346953,NA,NA
PMC,10.1128/JVI.80.3.1250-1260.2006,PMC1346946,NA,NA
PMC,10.1128/JVI.80.3.1087-1097.2006,PMC1346943,NA,NA
PMC,10.1128/JVI.80.3.1280-1289.2006,PMC1346925,NA,NA
PMC,10.1128/JVI.80.3.1302-1310.2006,PMC1346921,NA,NA
PMC,10.1136/pgmj.2005.037515,PMC2596695,NA,2006-02-03
PMC,10.1136/thx.2005.046854,PMC2080724,NA,2006-02-01
PMC,NA,PMC2626489,NA,NA
PMC,NA,PMC1352112,NA,NA
PMC,NA,PMC1352039,NA,NA
PMC,10.1073/pnas.0508815103,PMC1360554,NA,2006-01-24
PMC,10.3748/wjg.v12.i3.453,PMC4066067,NA,2016-03-15
PMC,10.1073/pnas.0503776103,PMC1325964,NA,2006-01-10
PMC,10.1136/adc.2005.082388,PMC2065958,NA,2006-01-07
PMC,NA,PMC1681971,NA,NA
PMC,10.1017/S0950268805005364,PMC2870437,NA,NA
PMC,10.1007/978-0-387-33012-9_51,PMC4524784,NA,2007-04-30
PMC,10.1007/978-0-387-33012-9_28,PMC3764311,NA,2007-04-30
PMC,10.1007/978-0-387-33012-9_32,PMC3764309,NA,2007-04-30
PMC,10.1007/978-0-387-33012-9_22,PMC3764308,NA,2007-04-30
PMC,10.1007/978-0-387-33012-9_94,PMC2868826,NA,2007-04-30
PMC,NA,PMC2562712,NA,NA
PMC,NA,PMC1851930,NA,NA
PMC,NA,PMC1592674,NA,NA
PMC,NA,PMC1839714,NA,NA
PMC,NA,PMC1839623,NA,NA
PMC,10.1146/annurev.phyto.44.070505.143353,PMC1894749,NA,2006-04-07
PMC,10.1128/AEM.72.1.207-211.2006,PMC1352236,NA,NA
PMC,NA,PMC1325096,NA,NA
PMC,NA,PMC1325091,NA,NA
PMC,NA,PMC2539008,NA,NA
PMC,10.1128/CMR.19.1.165-256.2006,PMC1360278,NA,NA
PMC,10.1128/CMR.19.1.80-94.2006,PMC1360274,NA,NA
PMC,NA,PMC3571686,NA,NA
PMC,NA,PMC2465544,NA,NA
PMC,10.1111/j.1525-1497.2005.00271_2.x,PMC1484627,NA,2006-01-05
PMC,10.1128/JVI.80.2.891-899.2006,PMC1346873,NA,NA
PMC,10.1128/JVI.80.2.785-793.2006,PMC1346853,NA,NA
PMC,10.1128/JVI.80.2.723-736.2006,PMC1346850,NA,NA
PMC,10.1128/JVI.80.2.689-696.2006,PMC1346842,NA,NA
PMC,10.1128/JVI.80.2.682-688.2006,PMC1346841,NA,NA
PMC,10.1128/JVI.80.2.941-950.2006,PMC1346840,NA,NA
PMC,10.1128/JVI.80.1.262-269.2006,PMC1317559,NA,NA
PMC,10.1128/JVI.80.1.218-225.2006,PMC1317541,NA,NA
PMC,10.1128/JVI.80.1.210-217.2006,PMC1317539,NA,NA
PMC,10.1128/JVI.80.1.296-305.2006,PMC1317528,NA,NA
PMC,10.1128/JVI.80.1.246-251.2006,PMC1317526,NA,NA
PMC,10.1128/JVI.80.1.395-403.2006,PMC1317518,NA,NA
PMC,10.1128/JVI.80.1.353-359.2006,PMC1317511,NA,NA
PMC,NA,PMC1325277,NA,NA
PMC,NA,PMC1325276,NA,NA
PMC,10.1110/ps.051812706,PMC2242369,NA,2005-12-02
PMC,10.1002/prot.20702,PMC2792008,NA,2005-11-17
PMC,NA,PMC1500910,NA,NA
PMC,10.1089/vim.2006.19.508,PMC1847585,NA,2006-09-20
PMC,10.1089/vim.2006.19.3,PMC1782047,NA,2006-03-22
PMC,10.3748/wjg.v11.i48.7569,PMC4727235,NA,2016-01-28
PMC,10.1042/BJ20051787,PMC1360712,NA,NA
PMC,10.1017/S095026880500556X,PMC2870450,NA,NA
PMC,NA,PMC1613182,NA,NA
PMC,NA,PMC1613179,NA,NA
PMC,10.1136/adc.2004.069617,PMC1720234,NA,2005-11-21
PMC,10.1182/blood-2005-05-1937,PMC1895108,NA,2005-08-17
PMC,NA,PMC1570505,NA,NA
PMC,NA,PMC1288420,NA,NA
PMC,10.1128/CDLI.12.12.1455-1457.2005,PMC1317065,NA,NA
PMC,10.1111/j.1365-2249.2005.02933.x,PMC1809533,NA,2005-09-29
PMC,10.1017/S0950268805004541,PMC2870347,NA,NA
PMC,10.1136/gut.2004.062398,PMC1774784,NA,2005-09-16
PMC,10.1107/S002188980502649X,PMC1858637,NA,NA
PMC,10.1128/JVI.79.24.15005-15006.2005,PMC1316047,NA,NA
PMC,10.1128/JVI.79.24.15314-15322.2005,PMC1316040,NA,NA
PMC,10.1128/JVI.79.24.15199-15208.2005,PMC1316033,NA,NA
PMC,10.1128/JVI.79.24.15189-15198.2005,PMC1316023,NA,NA
PMC,10.1128/JVI.79.24.15511-15524.2005,PMC1316022,NA,NA
PMC,10.1128/JVI.79.24.15064-15073.2005,PMC1316009,NA,NA
PMC,10.1128/JVI.79.24.15054-15063.2005,PMC1316008,NA,NA
PMC,10.1128/JVI.79.24.15016-15026.2005,PMC1316003,NA,NA
PMC,10.1128/JVI.79.23.14570-14585.2005,PMC1287598,NA,NA
PMC,10.1128/JVI.79.23.14471-14472.2005,PMC1287597,NA,NA
PMC,10.1128/JVI.79.23.14909-14922.2005,PMC1287583,NA,NA
PMC,10.1128/JVI.79.23.14640-14646.2005,PMC1287580,NA,NA
PMC,10.1128/JVI.79.23.14614-14621.2005,PMC1287568,NA,NA
PMC,10.1128/JVI.79.23.14555-14561.2005,PMC1287560,NA,NA
PMC,10.1128/MMBR.69.4.635-664.2005,PMC1306801,NA,NA
PMC,NA,PMC1766041,NA,NA
PMC,10.3748/wjg.v11.i44.6936,PMC4717034,NA,2015-10-16
PMC,10.1136/bmj.38573.696100.3A,PMC1289362,NA,NA
PMC,NA,PMC1289342,NA,NA
PMC,NA,PMC1289332,NA,NA
PMC,NA,PMC1289331,NA,NA
PMC,NA,PMC1289330,NA,NA
PMC,NA,PMC1289310,NA,NA
PMC,NA,PMC1289305,NA,NA
PMC,NA,PMC1289304,NA,NA
PMC,10.1172/JCI25078,PMC1288832,NA,NA
PMC,NA,PMC1283291,NA,NA
PMC,NA,PMC2626419,NA,NA
PMC,NA,PMC2626416,NA,NA
PMC,10.1042/BJ20051069,PMC1317678,NA,NA
PMC,10.1042/BJ20050698,PMC1317672,NA,NA
PMC,NA,PMC1283192,NA,NA
PMC,10.2105/AJPH.2004.054957,PMC1449464,NA,NA
PMC,10.1136/adc.2005.075309,PMC1721969,NA,2005-10-26
PMC,10.1128/CDLI.12.11.1317-1321.2005,PMC1287763,NA,NA
PMC,NA,PMC1403319,NA,NA
PMC,10.1128/IAI.73.11.7089-7098.2005,PMC1273844,NA,NA
PMC,10.1128/JCM.43.11.5452-5456.2005,PMC1287813,NA,NA
PMC,10.1128/JCM.43.11.5574-5580.2005,PMC1287780,NA,NA
PMC,10.1128/JCM.43.11.5690-5695.2005,PMC1287778,NA,NA
PMC,NA,PMC1867551,NA,NA
PMC,10.1128/JVI.79.22.13875-13881.2005,PMC1280244,NA,NA
PMC,10.1128/JVI.79.22.14451-14456.2005,PMC1280238,NA,NA
PMC,10.1128/JVI.79.22.14122-14130.2005,PMC1280227,NA,NA
PMC,10.1128/JVI.79.22.13915-13923.2005,PMC1280202,NA,NA
PMC,10.1128/JVI.79.22.13848-13855.2005,PMC1280188,NA,NA
PMC,10.1128/JVI.79.21.13800-13805.2005,PMC1262618,NA,NA
PMC,10.1128/JVI.79.21.13399-13411.2005,PMC1262610,NA,NA
PMC,10.1128/JVI.79.21.13209-13217.2005,PMC1262608,NA,NA
PMC,10.1128/JVI.79.21.13275-13284.2005,PMC1262603,NA,NA
PMC,10.1128/JVI.79.21.13285-13297.2005,PMC1262602,NA,NA
PMC,10.1128/JVI.79.21.13685-13693.2005,PMC1262588,NA,NA
PMC,NA,PMC3382390,NA,NA
PMC,NA,PMC2896321,NA,NA
PMC,NA,PMC1273475,NA,NA
PMC,NA,PMC1273446,NA,NA
PMC,10.1161/01.HYP.0000188905.20884.63,PMC1564276,NA,NA
PMC,NA,PMC1261177,NA,NA
PMC,10.3748/wjg.v11.i39.6159,PMC4436633,NA,2015-10-16
PMC,10.1107/S1744309105033257,PMC1978130,NA,NA
PMC,10.1086/497170,PMC2888540,NA,2005-10-25
PMC,10.1136/thx.2004.027441,PMC2080713,NA,2005-10-15
PMC,10.1073/pnas.0507320102,PMC1257724,NA,2005-10-11
PMC,NA,PMC1246105,NA,NA
PMC,10.1073/pnas.0506927102,PMC1253587,NA,2005-10-04
PMC,10.1073/pnas.0507551102,PMC1239948,NA,2005-10-04
PMC,10.1182/blood-2004-10-4166,PMC1895271,NA,2005-04-29
PMC,10.1128/CDLI.12.10.1209-1215.2005,PMC1247821,NA,NA
PMC,NA,PMC1524877,NA,NA
PMC,10.1089/hum.2005.16.1125,PMC3556579,NA,2005-10-11
PMC,10.1111/j.1525-1497.2005.051391_3.x,PMC1490239,NA,2005-09-29
PMC,NA,PMC1888488,NA,NA
PMC,10.1128/JVI.79.20.12905-12913.2005,PMC1235862,NA,NA
PMC,10.1128/JVI.79.20.12721-12731.2005,PMC1235854,NA,NA
PMC,10.1128/JVI.79.20.12742-12751.2005,PMC1235832,NA,NA
PMC,10.1128/JVI.79.19.12408-12415.2005,PMC1211543,NA,NA
PMC,10.1128/JVI.79.19.12434-12446.2005,PMC1211515,NA,NA
PMC,NA,PMC2626342,NA,NA
PMC,NA,PMC1271393,NA,NA
PMC,NA,PMC2626318,NA,NA
PMC,NA,PMC2626316,NA,NA
PMC,NA,PMC2626310,NA,NA
PMC,NA,PMC1215589,NA,NA
PMC,10.1073/pnas.0506735102,PMC1236580,NA,2005-09-17
PMC,10.1017/S0950268805005054,PMC2870397,NA,NA
PMC,10.1007/BF03404026,PMC6976203,NA,NA
PMC,10.1111/j.1365-2249.2005.02864.x,PMC1809466,NA,2005-07-24
PMC,10.1111/j.1365-2249.2005.02899.x,PMC1809460,NA,2005-07-24
PMC,NA,PMC1283095,NA,NA
PMC,10.1007/BF02897702,PMC2723411,NA,NA
PMC,10.1007/BF02897699,PMC2723408,NA,NA
PMC,10.1007/BF02897698,PMC2723407,NA,NA
PMC,10.1128/JCM.43.9.4567-4573.2005,PMC1234132,NA,NA
PMC,10.1128/JCM.43.9.4515-4521.2005,PMC1234116,NA,NA
PMC,10.1099/vir.0.80979-0,PMC1366490,NA,2005-08-12
PMC,10.1128/JVI.79.18.11638-11646.2005,PMC1212612,NA,NA
PMC,10.1128/JVI.79.18.11892-11900.2005,PMC1212604,NA,NA
PMC,10.1128/JVI.79.18.11569-11579.2005,PMC1212599,NA,NA
PMC,10.1128/JVI.79.17.11476-11486.2005,PMC1193639,NA,NA
PMC,10.1128/JVI.79.17.11335-11342.2005,PMC1193615,NA,NA
PMC,10.1128/JVI.79.17.11507-11512.2005,PMC1193611,NA,NA
PMC,10.1128/JVI.79.17.10944-10951.2005,PMC1193579,NA,NA
PMC,10.1128/JVI.79.17.11071-11081.2005,PMC1193575,NA,NA
PMC,NA,PMC1497761,NA,NA
PMC,NA,PMC1497752,NA,NA
PMC,10.3748/wjg.v11.i32.5037,PMC4321926,NA,2015-10-16
PMC,10.1098/rsif.2005.0079,PMC1618487,NA,2005-09-26
PMC,10.1073/pnas.0506166102,PMC1200304,NA,2005-08-26
PMC,10.1073/pnas.0504666102,PMC1200281,NA,2005-08-24
PMC,10.1073/pnas.0503203102,PMC1194915,NA,2005-08-23
PMC,NA,PMC1188130,NA,NA
PMC,NA,PMC1188095,NA,NA
PMC,10.1098/rstb.2005.1700,PMC1569542,NA,2005-08-17
PMC,10.1073/pnas.0500057102,PMC1186024,NA,2005-08-16
PMC,10.3748/wjg.v11.i30.4727,PMC4615419,NA,2016-01-31
PMC,10.1098/rspb.2005.3170,PMC1559879,NA,2005-08-09
PMC,NA,PMC1383728,NA,NA
PMC,10.1073/pnas.0505577102,PMC1188015,NA,2005-08-05
PMC,NA,PMC1603565,NA,NA
PMC,10.1136/adc.2004.066241,PMC1720534,NA,2005-07-22
PMC,NA,PMC1180421,NA,NA
PMC,NA,PMC1240032,NA,NA
PMC,NA,PMC1368960,NA,NA
PMC,10.1128/JCM.43.8.3718-3726.2005,PMC1234014,NA,NA
PMC,10.1128/JCM.43.8.4262-4265.2005,PMC1233944,NA,NA
PMC,10.1099/vir.0.80985-0,PMC2583351,NA,2005-07-20
PMC,NA,PMC2576006,NA,NA
PMC,10.1128/JVI.79.16.10776-10787.2005,PMC1182675,NA,NA
PMC,10.1128/JVI.79.15.9388-9396.2005,PMC1181615,NA,NA
PMC,10.1128/JVI.79.15.9665-9676.2005,PMC1181598,NA,NA
PMC,10.1128/JVI.79.15.9862-9871.2005,PMC1181594,NA,NA
PMC,10.1128/JVI.79.15.9367-9368.2005,PMC1181590,NA,NA
PMC,10.1128/JVI.79.15.10083-10087.2005,PMC1181587,NA,NA
PMC,10.1128/JVI.79.15.9777-9785.2005,PMC1181556,NA,NA
PMC,10.1128/JVI.79.15.9470-9479.2005,PMC1181546,NA,NA
PMC,NA,PMC2560890,NA,NA
PMC,10.1104/pp.105.064105,PMC1183374,NA,2005-09-19
PMC,10.1513/pats.200501-003AW,PMC2713315,NA,NA
PMC,10.1261/rna.2930805,PMC1370807,NA,2005-07-25
PMC,10.1136/tc.2004.008334,PMC1766193,NA,2005-07-26
PMC,10.1136/tc.2004.008284,PMC1766191,NA,2005-07-26
PMC,NA,PMC1181260,NA,NA
PMC,NA,PMC1181258,NA,NA
PMC,10.1073/pnas.0501226102,PMC1183543,NA,2005-07-30
PMC,10.3748/wjg.v11.i28.4390,PMC4434667,NA,2015-10-28
PMC,10.1017/S0950268805004826,PMC2870380,NA,NA
PMC,10.1073/pnas.0504844102,PMC1180806,NA,2005-07-19
PMC,10.1002/jcla.20070,PMC6807888,NA,2005-07-15
PMC,NA,PMC558518,NA,NA
PMC,10.2105/AJPH.2004.058065,PMC1449322,NA,NA
PMC,NA,PMC1720477,NA,NA
PMC,10.1136/adc.2004.063446,PMC1720467,NA,2005-06-21
PMC,NA,PMC1472775,NA,NA
PMC,10.1128/CDLI.12.7.848-854.2005,PMC1182204,NA,NA
PMC,10.1128/CMR.18.3.510-520.2005,PMC1195971,NA,NA
PMC,10.1038/sj.embor.7400472,PMC1369123,NA,2005-07-01
PMC,10.1128/JCM.43.7.3054-3058.2005,PMC1169156,NA,NA
PMC,10.1128/JCM.43.7.3290-3296.2005,PMC1169145,NA,NA
PMC,10.1128/JCM.43.7.3402-3413.2005,PMC1169131,NA,NA
PMC,10.1128/JCM.43.7.3457-3459.2005,PMC1169087,NA,NA
PMC,NA,PMC4428613,NA,NA
PMC,10.1128/JVI.79.14.9108-9118.2005,PMC1168726,NA,NA
PMC,10.1128/JVI.79.13.8065-8078.2005,PMC1143771,NA,NA
PMC,10.1128/JVI.79.13.8275-8281.2005,PMC1143767,NA,NA
PMC,10.1128/JVI.79.13.8348-8360.2005,PMC1143742,NA,NA
PMC,10.1128/JVI.79.13.8230-8236.2005,PMC1143717,NA,NA
PMC,10.1128/JVI.79.13.8535-8544.2005,PMC1143704,NA,NA
PMC,NA,PMC3349400,NA,NA
PMC,10.1136/oem.2004.015024,PMC1741057,NA,2005-06-16
PMC,NA,PMC2722969,NA,NA
PMC,10.1136/thx.2004.024638,PMC1747455,NA,2005-07-01
PMC,10.1098/rspb.2005.3092,PMC1560336,NA,2005-06-21
PMC,NA,PMC558424,NA,NA
PMC,10.1073/pnas.0503760102,PMC1157057,NA,2005-06-15
PMC,10.1098/rsif.2005.0042,PMC1578275,NA,2005-06-07
PMC,10.1073/iti2305102,PMC1149456,NA,2005-06-07
PMC,10.1038/sj.emboj.7600695,PMC1150889,NA,2005-06-02
PMC,NA,PMC1602407,NA,NA
PMC,10.2105/AJPH.2004.046839,PMC1449284,NA,NA
PMC,10.2105/AJPH.2004.046763,PMC1449283,NA,NA
PMC,10.1111/j.1467-8306.2005.00460.x,PMC1473032,NA,2005-06-02
PMC,10.1128/AAC.49.6.2164-2171.2005,PMC1140532,NA,NA
PMC,10.1128/JB.187.12.4276-4285.2005,PMC1151743,NA,NA
PMC,10.1128/JCM.43.6.2581-2585.2005,PMC1151947,NA,NA
PMC,10.1128/JCM.43.6.2895-2903.2005,PMC1151941,NA,NA
PMC,10.1128/JCM.43.6.2923-2925.2005,PMC1151929,NA,NA
PMC,10.1128/JVI.79.12.7466-7477.2005,PMC1143684,NA,NA
PMC,10.1128/JVI.79.12.7629-7640.2005,PMC1143675,NA,NA
PMC,10.1128/JVI.79.12.7819-7826.2005,PMC1143636,NA,NA
PMC,10.1128/JVI.79.11.6781-6790.2005,PMC1112159,NA,NA
PMC,10.1128/JVI.79.11.7113-7120.2005,PMC1112157,NA,NA
PMC,10.1128/JVI.79.11.6772-6780.2005,PMC1112151,NA,NA
PMC,10.1128/JVI.79.11.6620-6630.2005,PMC1112145,NA,NA
PMC,10.1128/JVI.79.11.7195-7206.2005,PMC1112137,NA,NA
PMC,10.1128/JVI.79.11.7095-7103.2005,PMC1112131,NA,NA
PMC,10.1128/JVI.79.11.6575-6576.2005,PMC1112094,NA,NA
PMC,10.1136/pgmj.2004.030049,PMC1743280,NA,2005-06-03
PMC,10.1136/tc.2004.007955,PMC1766186,NA,2005-05-27
PMC,10.1136/tc.2003.005546,PMC1766179,NA,2005-05-27
PMC,10.1073/pnas.0503091102,PMC1149438,NA,2005-06-01
PMC,NA,PMC558127,NA,NA
PMC,10.1073/pnas.0408589102,PMC1140478,NA,2005-05-27
PMC,10.1042/BJ20041241,PMC1138973,NA,NA
PMC,10.1073/pnas.0407994102,PMC1142352,NA,2005-05-24
PMC,10.3748/wjg.v11.i19.2971,PMC4305670,NA,2015-01-19
PMC,NA,PMC1681550,NA,NA
PMC,10.1073/pnas.0409465102,PMC1142358,NA,2005-05-17
PMC,10.1073/pnas.0502604102,PMC1129141,NA,2005-05-10
PMC,NA,PMC1681548,NA,NA
PMC,10.2105/AJPH.2004.039438,PMC1449258,NA,NA
PMC,NA,PMC2831589,NA,NA
PMC,NA,PMC1090452,NA,NA
PMC,NA,PMC1090447,NA,NA
PMC,NA,PMC3347970,NA,NA
PMC,10.3201/eid1105.041063,PMC3320380,15890132,2012-03-16
PMC,10.1128/JCM.43.5.2339-2344.2005,PMC1153787,NA,NA
PMC,10.1128/JCM.43.5.2041-2046.2005,PMC1153763,NA,NA
PMC,10.1128/JCM.43.5.2444-2448.2005,PMC1153760,NA,NA
PMC,10.1111/j.1525-1497.2005.41009.x,PMC1490124,NA,2005-06-17
PMC,10.1111/j.1525-1497.2005.0099.x,PMC1490116,NA,2005-06-17
PMC,10.1099/vir.0.80844-0,PMC1361274,NA,2005-04-14
PMC,10.1128/JVI.79.10.6142-6151.2005,PMC1091725,NA,NA
PMC,10.1128/JVI.79.10.6180-6193.2005,PMC1091719,NA,NA
PMC,10.1128/JVI.79.10.6102-6110.2005,PMC1091713,NA,NA
PMC,10.1128/JVI.79.10.5900-5906.2005,PMC1091676,NA,NA
PMC,10.1128/JVI.79.10.5923-5932.2005,PMC1091670,NA,NA
PMC,10.1128/JVI.79.9.5288-5295.2005,PMC1082772,NA,NA
PMC,10.1128/JVI.79.9.5833-5838.2005,PMC1082763,NA,NA
PMC,10.1128/JVI.79.9.5732-5742.2005,PMC1082739,NA,NA
PMC,10.1128/JVI.79.9.5374-5385.2005,PMC1082728,NA,NA
PMC,10.1038/nbt1095,PMC3610534,NA,2005-05-05
PMC,10.1136/thx.2004.037796,PMC1758908,NA,2005-04-28
PMC,10.1136/thx.2004.030205,PMC1758905,NA,2005-04-28
PMC,10.1136/thx.2004.035972,PMC1758902,NA,2005-04-28
PMC,NA,PMC557132,NA,NA
PMC,10.3748/wjg.v11.i14.2148,PMC4305785,NA,2015-01-19
PMC,NA,PMC1584280,NA,NA
PMC,NA,PMC555869,NA,NA
PMC,10.2105/AJPH.2004.055160,PMC1449224,NA,NA
PMC,10.2105/AJPH.2004.055145,PMC1449222,NA,NA
PMC,10.2105/AJPH.2004.043844,PMC1449221,NA,NA
PMC,10.1136/adc.2004.053660,PMC1720352,NA,2005-03-22
PMC,10.1128/CDLI.12.4.552-554.2005,PMC1074388,NA,NA
PMC,10.1128/CMR.18.2.264-292.2005,PMC1082796,NA,NA
PMC,10.3201/eid1104.041304,PMC3320340,NA,2012-03-20
PMC,10.3201/eid1104.050076,PMC3320327,NA,2012-03-20
PMC,10.3201/eid1104.041297,PMC3320324,NA,2012-03-20
PMC,NA,PMC2870246,NA,NA
PMC,10.1111/j.1582-4934.2005.tb00370.x,PMC6740272,NA,2007-05-01
PMC,10.1128/JCM.43.4.1982-1984.2005,PMC1081331,NA,NA
PMC,10.1128/JCM.43.4.1807-1817.2005,PMC1081307,NA,NA
